-45.552395	-44.88982	-43.021698	-45.778683	-45.14547	-45.453278	42.99099	44.354908	-44.985336	45.471035	-46.0754	-43.6717	-44.8739	-45.13595	44.595856	-44.81323
-43.143864	-42.541374	-40.827465	-43.445885	-42.917053	-43.21939	40.83559	42.037468	-42.676525	43.19664	-43.671562	-41.457436	-42.574852	-42.828213	42.36684	-42.521305
-30.787443	-30.356245	-29.144104	-30.965187	-30.57659	-30.775738	29.042192	29.96879	-30.44656	30.73492	-31.167835	-29.540148	-30.35077	-30.55369	30.170372	-30.297865
-30.98724	-30.554873	-29.359222	-31.193102	-30.747475	-30.98529	29.289999	30.211592	-30.593872	31.013689	-31.370289	-29.71058	-30.553802	-30.79773	30.443884	-30.583044
-29.243593	-28.784128	-27.614367	-29.445774	-29.081696	-29.257502	27.655035	28.446692	-28.837772	29.223772	-29.620268	-28.052635	-28.76386	-29.05967	28.645628	-28.784796
-25.926832	-25.562555	-24.604322	-26.119236	-25.874454	-26.033869	24.616364	25.377674	-25.653782	25.996855	-26.25683	-24.95833	-25.626722	-25.804197	25.523643	-25.654253
-25.231215	-24.929676	-23.942575	-25.386633	-25.089384	-25.279829	23.81752	24.56492	-24.972301	25.209599	-25.55713	-24.291306	-24.92514	-25.023882	24.740822	-24.857666
-22.969273	-22.671362	-21.744919	-23.108154	-22.800213	-22.95358	21.688623	22.42393	-22.690708	22.976019	-23.248072	-21.992445	-22.690807	-22.776495	22.587507	-22.601444
-21.508274	-21.287086	-20.398905	-21.721233	-21.386	-21.537964	20.368988	21.054613	-21.271547	21.570158	-21.759268	-20.744549	-21.202763	-21.379269	21.140673	-21.296535
-21.427162	-21.30019	-20.390448	-21.653067	-21.48264	-21.534395	20.373573	20.988218	-21.243633	21.527954	-21.850763	-20.671995	-21.293152	-21.457693	21.102463	-21.308788
-22.327057	-22.10602	-21.217945	-22.617891	-22.328627	-22.436756	21.261608	21.87523	-22.129087	22.508934	-22.734165	-21.522348	-22.184196	-22.294128	22.07316	-22.19387
-18.87142	-18.618364	-17.884247	-18.952961	-18.726048	-18.90072	17.88641	18.361063	-18.691565	18.8812	-19.10863	-18.066013	-18.61678	-18.72414	18.526405	-18.60549
-17.166853	-16.917046	-16.284939	-17.268671	-17.122566	-17.230717	16.288336	16.786085	-16.991943	17.161495	-17.357859	-16.53109	-16.886593	-17.018251	16.888817	-16.973825
-15.722145	-15.440063	-14.862095	-15.710125	-15.593185	-15.695471	14.769163	15.252861	-15.526439	15.637495	-15.843649	-15.070887	-15.418649	-15.508569	15.351631	-15.38121
-15.763714	-15.5385895	-14.876495	-15.841138	-15.614387	-15.774775	14.882911	15.305926	-15.562881	15.769963	-15.954614	-15.06244	-15.507109	-15.675756	15.393821	-15.445566
-15.319171	-15.154717	-14.55292	-15.487826	-15.267982	-15.289205	14.517508	14.978943	-15.126281	15.358349	-15.559188	-14.687987	-15.155915	-15.269916	15.076952	-15.142459
-16.221134	-16.041018	-15.387899	-16.386497	-16.136726	-16.265654	15.374135	15.837443	-16.056585	16.206507	-16.427835	-15.674916	-16.065004	-16.179874	15.940251	-16.008726
-14.501413	-14.350568	-13.751917	-14.618435	-14.456239	-14.5312605	13.737227	14.177363	-14.3682	14.55211	-14.715342	-14.0175	-14.3587885	-14.452641	14.273097	-14.337077
-15.5602	-15.357337	-14.794978	-15.7067175	-15.5120325	-15.59299	14.732554	15.227213	-15.426415	15.543854	-15.776603	-14.997413	-15.410232	-15.520647	15.273882	-15.343215
-13.629607	-13.45388	-12.9388275	-13.8283825	-13.596736	-13.636156	12.962354	13.339164	-13.47854	13.7299	-13.894854	-13.140163	-13.554377	-13.639966	13.484852	-13.548573
-12.251199	-12.104243	-11.689262	-12.438451	-12.228416	-12.354545	11.70109	11.987472	-12.1236105	12.352999	-12.463659	-11.814177	-12.174691	-12.301077	12.114219	-12.166619
-12.037226	-11.853024	-11.389809	-12.115804	-11.922155	-11.992907	11.407121	11.6890955	-11.938943	12.040988	-12.150158	-11.533577	-11.853188	-11.954272	11.847069	-11.830021
-12.534803	-12.431439	-11.932701	-12.664278	-12.495573	-12.540628	11.901936	12.204875	-12.454167	12.535225	-12.745203	-12.088822	-12.400014	-12.490147	12.289932	-12.411141
-12.315416	-12.214809	-11.674014	-12.39703	-12.30249	-12.311442	11.64792	12.018346	-12.201668	12.362027	-12.46785	-11.83557	-12.125785	-12.281352	12.083751	-12.196412
